title,description,skills,technology_skills,education_level,salary_median,job_growth,work_activities,work_context,knowledge_areas,abilities,work_styles,tasks,tools_used,work_values,url
"Claims Adjusters, Examiners, and Investigators","Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",,$36.92,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1031.00
"Compensation, Benefits, and Job Analysis Specialists","Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'SQL']",,$37.03,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1141.00
Compliance Officers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Git', 'Excel']",,$37.70,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1041.00
Coroners,"Sample of reported job titles:Autopsy Facilities Manager, Coroner, County Coroner, Death Investigator, Forensic Pathologist, MDI (Medicolegal Death Investigator), Medical Examiner, Medical Legal Death Investigator, Medicolegal Investigator, MLI (Medical Legal Investigator)",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Git', 'Linux', 'Excel', 'SQL']",,$37.70,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1041.06
Cost Estimators,"Prepare cost estimates for product manufacturing, construction projects, or services to aid management in bidding on or determining price of product or service. May specialize according to particular service performed or type of product manufactured.",[],"['R', 'Go', 'Rust', 'CSS', 'React', 'AWS', 'Excel']",,$37.05,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1051.00
Credit Analysts,Analyze credit data and financial statements of individuals or firms to determine the degree of risk involved in extending credit or lending money. Prepare reports with credit information for use in decisionmaking.,[],"['Python', 'R', 'Go', 'React', 'AWS', 'Excel', 'SQL']",,$38.93,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2041.00
Credit Counselors,"Advise and educate individuals or organizations on acquiring and managing debt. May provide guidance in determining the best type of loan and explain loan requirements or restrictions. May help develop debt management plans or student financial aid packages. May advise on credit issues, or provide budget, mortgage, bankruptcy, or student financial aid counseling.",[],"['R', 'Go', 'React', 'AWS', 'Excel']",,$24.27,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2071.00
Customs Brokers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",,$37.70,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1041.08
Environmental Compliance Inspectors,"Sample of reported job titles:Air Permitting and Enforcement Inspector, Compliance Investigator, Enforcement Officer, Environmental Compliance Inspector, Environmental Inspector, Environmental Protection Specialist, Environmental Quality Analyst, Resource Conservation and Recovery Act Enforcement Officer (RCRA Enforcement Officer), Toxics Program Officer, Waste Management Specialist",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'Perl']",,$37.70,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1041.01
Equal Opportunity Representatives and Officers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']",,$37.70,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1041.03
Farm Labor Contractors,"Recruit and hire seasonal or temporary agricultural laborers. May transport, house, and provide meals for workers.",[],"['R', 'Go', 'React', 'AWS', 'Excel']",,$23.41,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1074.00
Financial and Investment Analysts,"Sample of reported job titles:Analyst, Credit Products Officer, Equity Research Analyst, Financial Analyst, Investment Analyst, Planning Analyst, Portfolio Manager, Real Estate Analyst, Securities Analyst, Trust Officer",[],"['R', 'MATLAB', 'Go', 'Rust', 'Tableau', 'Power BI', 'Excel', 'SQL']",,$48.73,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2051.00
Financial Examiners,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'SQL']",,$43.46,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2061.00
Financial Quantitative Analysts,"Develop quantitative techniques to inform securities investing, equities investing, pricing, or valuation of financial instruments. Develop mathematical or statistical models for risk management, asset optimization, pricing, or relative value analysis.",[],"['Java', 'JavaScript', 'C#', 'R', 'MATLAB', 'Go', 'React', 'AWS', 'Azure', 'Linux', 'Tableau', 'Power BI', 'Excel', 'SQL', 'Perl']",,$38.55,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2099.01
Financial Risk Specialists,"Analyze and measure exposure to credit and market risk threatening the assets, earning capacity, or economic state of an organization. May make recommendations to limit risk.",[],"['Python', 'C++', 'R', 'MATLAB', 'Go', 'AWS', 'Azure', 'Linux', 'Tableau', 'Excel', 'SQL', 'Ruby', 'Perl']",,$50.96,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2054.00
"Financial Specialists, All Other","Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go']",,$38.55,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2099.00
"Fraud Examiners, Investigators and Analysts","Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['Python', 'R', 'Go', 'Rust', 'React', 'AWS', 'Tableau', 'Excel', 'SQL']",,$38.55,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2099.04
Fundraisers,"Organize activities to raise funds or otherwise solicit and gather monetary donations or other gifts for an organization. May design and produce promotional materials. May also raise awareness of the organization's work, goals, and financial needs.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'SQL']",,$31.97,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1131.00
Government Property Inspectors and Investigators,"Sample of reported job titles:Airport Operations Officer, Housing Inspector, Housing Management Representative, Housing Quality Standard Inspector (HQS Inspector), Neighborhood Conservation Officer, Quality Assurance Specialist, Rehabilitation Construction Specialist",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'Perl']",,$37.70,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1041.04
Human Resources Specialists,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['Java', 'R', 'Go', 'Rust', 'HTML', 'React', 'AWS', 'Git', 'Tableau', 'Excel', 'SQL']",,$35.05,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1071.00
"Insurance Appraisers, Auto Damage","Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']",,$36.85,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1032.00
Insurance Underwriters,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['C++', 'R', 'Go', 'React', 'AWS', 'Excel']",,$38.40,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2053.00
Labor Relations Specialists,"Resolve disputes between workers and managers, negotiate collective bargaining agreements, or coordinate grievance procedures to handle employee complaints.",[],"['R', 'Go', 'Rust', 'React', 'Kubernetes', 'AWS', 'Excel']",,$44.95,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1075.00
Loan Officers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",,$35.66,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-2072.00
Logisticians,"Analyze and coordinate the ongoing logistical functions of a firm or organization. Responsible for the entire life cycle of a product, including acquisition, distribution, internal allocation, delivery, and final disposal of resources.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'SQL']",,$38.89,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1081.00
Logistics Analysts,"Analyze product delivery or supply chain processes to identify or recommend changes. May manage route activity including invoicing, electronic bills, and shipment tracing.",[],"['R', 'MATLAB', 'Go', 'Rust', 'React', 'AWS', 'Tableau', 'Power BI', 'Excel', 'SQL']",,$38.89,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1081.02
Logistics Engineers,"Design or analyze operational solutions for projects such as transportation optimization, network modeling, process and methods analysis, cost containment, capacity enhancement, routing and shipment optimization, or information management.",[],"['Python', 'Java', 'C++', 'R', 'Go', 'Rust', 'React', 'AWS', 'Tableau', 'Power BI', 'Excel', 'SQL']",,$38.89,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/13-1081.01
